sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
拜占庭帝国在阿莱克修斯与他的继承者的统治下恢复了繁荣与稳定。,拜占停帝国在阿来克修斯与他的计程者的统治下恢复了繁荣与稳定。,拜占停帝国在阿来克修斯与他的计程者的统治下恢复了繁荣与稳定。,拜占庭帝国在阿莱克修斯与他的继承者的统治下恢复了繁荣与稳定,拜占停帝国在阿来克修斯与他的计程者的统治下恢复了繁荣与稳定,拜占停帝国在阿来克修斯与他的计程者的统治下恢复了繁荣与稳定,1196.6126444339752
黄尉斯，香港男配音员。,黄卫斯 香港南配音源,黃衛斯 香港南配音源,黄尉斯 香港男配音员,黄卫斯 香港南配音源,黃衛斯 香港南配音源,1196.6126444339752
该所天文学者多人响应支持，民众也回响热烈。,"该所天文学者多人响应支持,民众也回想热烈。","該所天文學者多人響應支持,民眾也回想熱烈。",该所天文学者多人响应支持 民众也回响热烈,该所天文学者多人响应支持 民众也回想热烈,該所天文學者多人響應支持 民眾也回想熱烈,1196.6126444339752
崇祯解元。,重征解援,重征解援,崇祯解元,重征解援,重征解援,1196.6126444339752
后来塞米取得了代表权，并在德国赞助者的支持之下，以「布鲁诺·巴纳尼」为名参赛。,"后来赛迷取得了代表权,并在德国赞助者的支持日下,以布鲁诺巴纳尼维铭参赛。","後來賽迷取得了代表權,並在德國贊助者的支持日下,以布魯諾巴納尼維銘參賽。",后来塞米取得了代表权 并在德国赞助者的支持之下 以 布鲁诺 巴纳尼 为名参赛,后来赛迷取得了代表权 并在德国赞助者的支持日下 以布鲁诺巴纳尼维铭参赛,後來賽迷取得了代表權 並在德國贊助者的支持日下 以布魯諾巴納尼維銘參賽,1196.6126444339752
现时效力香港超级联赛球会东方龙狮。,现实效力香港超级联赛球会东方隆师,現實效力香港超級聯賽球會東方隆師,现时效力香港超级联赛球会东方龙狮,现实效力香港超级联赛球会东方隆师,現實效力香港超級聯賽球會東方隆師,1196.6126444339752
芹苴博物馆位于越南芹苴市和平大街和陈国权大街的拐角处。,情局博物馆位于越南情局市和平大街和成果权大街的拐角处,情局博物館位於越南情局市和平大街和成果權大街的拐角處,芹苴博物馆位于越南芹苴市和平大街和陈国权大街的拐角处,情局博物馆位于越南情局市和平大街和成果权大街的拐角处,情局博物館位於越南情局市和平大街和成果權大街的拐角處,1196.6126444339752
人们都为他感到可惜。,原本都为他感到可惜,原本都為他感到可惜,人们都为他感到可惜,原本都为他感到可惜,原本都為他感到可惜,1196.6126444339752
无法联系或拒绝电访,无法联系或拒绝电访,無法聯繫或拒絕電訪,无法联系或拒绝电访,无法联系或拒绝电访,無法聯繫或拒絕電訪,1196.6126444339752
一级造园施工管理技士。,以及造源施工管理技术,以及造源施工管理技术,一级造园施工管理技士,以及造源施工管理技术,以及造源施工管理技术,1196.6126444339752
尤因镇区是位于美国阿肯色州布恩县的一个行政镇区。,由因正趋势位于美国阿肯色州不文献的一个行政正趋,由因正趨勢位於美國阿肯色州不文獻的一個行政正趨,尤因镇区是位于美国阿肯色州布恩县的一个行政镇区,由因正趋势位于美国阿肯色州不文献的一个行政正趋,由因正趨勢位於美國阿肯色州不文獻的一個行政正趨,1196.6126444339752
翟永固，字仲坚，金朝官员。,家永故自中间金朝官员,家永故自中間金朝官員,翟永固 字仲坚 金朝官员,家永故自中间金朝官员,家永故自中間金朝官員,1196.6126444339752
罗基章克申是位于美国亚利桑那州希拉县的一个非建制地区。,"罗基张克森是位于美国压力桑那州,西亚厌的一个非建制地区。","羅基張克森是位於美國壓力桑那州,西亞厭的一個非建制地區。",罗基章克申是位于美国亚利桑那州希拉县的一个非建制地区,罗基张克森是位于美国压力桑那州 西亚厌的一个非建制地区,羅基張克森是位於美國壓力桑那州 西亞厭的一個非建制地區,1196.6126444339752
男女之情？,男女之前,男女之前,男女之情,男女之前,男女之前,1196.6126444339752
路虎揽胜。,路湖来上,路湖来上,路虎揽胜,路湖来上,路湖来上,1196.6126444339752
下湖是位于美国加利福尼亚州莱克县的一个人口普查指定地区。,向湖市位于美国加利福尼亚州来客县的一个人口普查指定地区,向湖市位于美国加利福尼亚州来客县的一个人口普查指定地区,下湖是位于美国加利福尼亚州莱克县的一个人口普查指定地区,向湖市位于美国加利福尼亚州来客县的一个人口普查指定地区,向湖市位于美国加利福尼亚州来客县的一个人口普查指定地区,1196.6126444339752
卡普斯是位于美国阿肯色州布恩县的一个非建制地区。,卡普斯是位于美国阿肯色州不允线的一个非建制地区,卡普斯是位于美国阿肯色州不允线的一个非建制地区,卡普斯是位于美国阿肯色州布恩县的一个非建制地区,卡普斯是位于美国阿肯色州不允线的一个非建制地区,卡普斯是位于美国阿肯色州不允线的一个非建制地区,1196.6126444339752
马特乌什·莫拉维茨基第十七任、现任波兰总理，波兰历史学家、经济学家。,"马头无神,莫拉维斯第17任,先任波兰总理,波兰利史学家,经济学家","馬頭無神,莫拉維斯第17任,先任波蘭總理,波蘭利史學家,經濟學家",马特乌什 莫拉维茨基第十七任 现任波兰总理 波兰历史学家 经济学家,马头无神 莫拉维斯第17任 先任波兰总理 波兰利史学家 经济学家,馬頭無神 莫拉維斯第17任 先任波蘭總理 波蘭利史學家 經濟學家,1196.6126444339752
莫尔特里是一个位于美国乔治亚州科尔奎特县的城市。,默尔特里是一个位于美国乔志亚州克尔魁特县的城市,默尔特里是一个位于美国乔志亚州克尔魁特县的城市,莫尔特里是一个位于美国乔治亚州科尔奎特县的城市,默尔特里是一个位于美国乔志亚州克尔魁特县的城市,默尔特里是一个位于美国乔志亚州克尔魁特县的城市,1196.6126444339752
也见于台湾南部屏东车城。,也见于台湾南部屏东车程,也見於台灣南部屏東車程,也见于台湾南部屏东车城,也见于台湾南部屏东车程,也見於台灣南部屏東車程,1196.6126444339752
孙生小学时期住在里长办公室，没有床，直接睡在木头椅上。,"孙生小学时期住在地上办公室,没有床,直接睡在木头以上。","孫生小学时期住在地上办公室,没有床,直接睡在木头以上。",孙生小学时期住在里长办公室 没有床 直接睡在木头椅上,孙生小学时期住在地上办公室 没有床 直接睡在木头以上,孫生小学时期住在地上办公室 没有床 直接睡在木头以上,1196.6126444339752
查了一下记录,查了一下纪录,查了一下紀錄,查了一下记录,查了一下纪录,查了一下紀錄,1196.6126444339752
该术语由耶鲁大学华裔法学教授蔡美儿在其《虎妈战歌》一书中创造。,该述语由耶鲁大学怀疑法学教授蔡埋尔在吉湖马战哥艺术中创造,该述语由耶魯大学怀疑法学教授蔡埋尔在吉湖马战哥艺术中创造,该术语由耶鲁大学华裔法学教授蔡美儿在其 虎妈战歌 一书中创造,该述语由耶鲁大学怀疑法学教授蔡埋尔在吉湖马战哥艺术中创造,该述语由耶魯大学怀疑法学教授蔡埋尔在吉湖马战哥艺术中创造,1196.6126444339752
沪南体育场也成为上海市黄浦学校校址。,湖南提唱也成为夏海市皇帐学校校职,湖南提唱也成为夏海市皇帐学校校职,沪南体育场也成为上海市黄浦学校校址,湖南提唱也成为夏海市皇帐学校校职,湖南提唱也成为夏海市皇帐学校校职,1196.6126444339752
哈特菲尔德是一个位于美国阿肯色州波尔克县的城镇。,哈特菲尔德是一个位于美国阿根斯州波尔科县的城镇,哈特菲爾德是一個位於美國阿根斯州波爾科縣的城鎮,哈特菲尔德是一个位于美国阿肯色州波尔克县的城镇,哈特菲尔德是一个位于美国阿根斯州波尔科县的城镇,哈特菲爾德是一個位於美國阿根斯州波爾科縣的城鎮,1196.6126444339752
他是两代帝师翁同龢的玄孙。,它是两代地区望同合到前线,它是兩代地區望同合到前線,他是两代帝师翁同龢的玄孙,它是两代地区望同合到前线,它是兩代地區望同合到前線,1196.6126444339752
又是令人瑟瑟发抖的一天,又是令人受到8-1天,又是令人受到8-1天,又是令人瑟瑟发抖的一天,又是令人受到8 1天,又是令人受到8 1天,1196.6126444339752
奋不顾身抢救受困人员,"奋不不山,抢救受宽人员","奮不不山,搶救受寬人員",奋不顾身抢救受困人员,奋不不山 抢救受宽人员,奮不不山 搶救受寬人員,1196.6126444339752
它们的设计排水量为，满载排水量则可达。,"他们的设计开始量为, 蛮在开始量则可当。","他們的設計開始量為, 蠻在開始量則可當。",它们的设计排水量为 满载排水量则可达,他们的设计开始量为 蛮在开始量则可当,他們的設計開始量為 蠻在開始量則可當,1196.6126444339752
郑为虹人。,张伟孔人,張偉孔人,郑为虹人,张伟孔人,張偉孔人,1196.6126444339752
触肢的第二对附肢，位于螯肢之后，第一对步足之前。,"初支第二对副支位于熬知之后,第一对副独之前。","初支第二对副支位于熬知之后,第一对副獨之前。",触肢的第二对附肢 位于螯肢之后 第一对步足之前,初支第二对副支位于熬知之后 第一对副独之前,初支第二对副支位于熬知之后 第一对副獨之前,1196.6126444339752
京城开金明池，李昌龄献诗百韵，被宋太宗嘉赏，擢升为右拾遗、直史馆。,京城开机名词李昌玲县市百运被送太宗家赏座身为右持宜直施馆,京城開機名詞李昌玲縣市百運被送太宗家賞座身為右持宜直施館,京城开金明池 李昌龄献诗百韵 被宋太宗嘉赏 擢升为右拾遗 直史馆,京城开机名词李昌玲县市百运被送太宗家赏座身为右持宜直施馆,京城開機名詞李昌玲縣市百運被送太宗家賞座身為右持宜直施館,1196.6126444339752
也来等车,眼肘也挡住,眼肘也擋住,也来等车,眼肘也挡住,眼肘也擋住,1196.6126444339752
关于她如何出世有好几个故事。,"关于他如何出事,有好几个故事","關於他如何出事,有好幾個故事",关于她如何出世有好几个故事,关于他如何出事 有好几个故事,關於他如何出事 有好幾個故事,1196.6126444339752
在这一时期，各阵营为建立联合政府进行了许多不成功的尝试。,"在这时期,各阵营为建立联合政府,进行那许多不成功的场续。","在這時期,各陣營為建立聯合政府,進行那許多不成功的場續。",在这一时期 各阵营为建立联合政府进行了许多不成功的尝试,在这时期 各阵营为建立联合政府 进行那许多不成功的场续,在這時期 各陣營為建立聯合政府 進行那許多不成功的場續,1196.6126444339752
凤凰岭遗址，位于山东省临沂市河东区凤凰岭街道。,"放滑脸一只,位于山东省林医序,活动区放滑脸接到。","放滑脸一只,位于山东省林医序,活动区放滑脸接到。",凤凰岭遗址 位于山东省临沂市河东区凤凰岭街道,放滑脸一只 位于山东省林医序 活动区放滑脸接到,放滑脸一只 位于山东省林医序 活动区放滑脸接到,1196.6126444339752
